id,0.0,primary_type,additional_type(s),Neuropils,preference
720575940631148113,2,LC9,,,
720575940631152748,8,LC21,,,
720575940631153194,4,CB0264,AVLP_pr23,AVLP_pr23,intermediate
720575940631153455,1,WED080,"WED083, WED084, WED087",,
720575940631153491,8,LC16,,,
720575940631153920,3,CB2033,,,
720575940631154396,8,LHPV7c1,,,
720575940631155001,8,CB3518,,,
720575940631156431,1,JO-A,,,
720575940631157329,1,WED155a,WED155,,
720575940631158242,1,CB3006,"AVLP_pr31, aIP2",,
720575940631158327,2,AVLP028,,,
720575940631158487,3,LTe76,VES080,,
720575940631160787,2,AOTU061,pIP14,,
720575940631163091,3,,,,
720575940631165814,8,LC16,,,
720575940631168057,5,DNg60,bluebell,,
720575940631170152,8,PVLP008,,,
720575940631170346,1,JO-FVL,,,
720575940631173805,1,PS192,,,
720575940631174199,7,BM_InOm,,,
720575940631175588,1,CB0958,,,
720575940631176151,3,IB114,,,
720575940631176877,1,WEDPN2A,,,
720575940631177027,1,PS220,,,
720575940631177809,1,CB2415,,,
720575940631179807,8,AVLP569,pC2lb,,
720575940631179831,5,CB0892,,,
720575940631180599,3,OA-AL2i1,hb-5813069570,,
720575940631183330,1,AN_multi_109,,,
720575940631183378,8,CB2938,,,
720575940631184610,3,WED128,WED129,,
720575940631186432,2,LHAV1a3,,,
720575940631187048,36,LC10a,LC10,,
720575940631189817,1,PLP229,,,
720575940631190016,3,cM15,PS125,,
720575940631190058,7,BM_InOm,,,
720575940631190076,2,CB1255,,,
720575940631190314,7,BM_InOm,,,
720575940631191367,1,JO-E,,,
720575940631193856,2,LC31a,LC31,,
720575940631194593,8,CB1888,,,
720575940631196264,2,CL057,CL106,,
720575940631196747,1,PS251,,,
720575940631199744,8,LC9,,,
720575940631200327,1,AMMC-A1,A1,,
720575940631202899,8,LC12,,,
720575940631204163,5,LB2,,,
720575940631205580,5,,,,
720575940631207388,3,cLLPM02,PLP033,,
720575940631207954,12,TmY14,,,
720575940631209519,5,SMP258,"SMP259, SMP260, SMP263, SMP264, SMP265",,
720575940631211831,3,CB0667,hb-2062789026,,
720575940631212115,8,LC12,,,
720575940631214380,2,AVLP229,,,
720575940631216143,2,AVLP028,,,
720575940631216524,1,AOTU032,AOTU034,,
720575940631222844,5,CB0920,,,
720575940631223803,1,PLP106,,,
720575940631224889,2,CB1812,,,
720575940631225996,3,DNp22,,,
720575940631226363,1,PLP216,,,
720575940631230508,8,LC16,,,
720575940631233581,2,LC16,,,
720575940631240403,2,AN_AVLP_54,,,
720575940631242514,1,CB1869,,,
720575940631243279,2,CL150,,,
720575940631244335,2,CB3321,,,
720575940631244648,5,AN_GNG_107,,,
720575940631248940,2,CB0763,,,
720575940631250232,8,CL077,,,
720575940631250744,1,SAD047,,,
720575940631252524,2,LMt3,CB3821,,
720575940631253052,7,CB1740,,,
720575940631254588,8,LC12,,,
720575940631254777,8,PLP106,,,
720575940631255058,2,CL099a,CL099,,
720575940631256271,8,LC12,,,
720575940631258338,2,LC17,,,
720575940631262035,7,BM_InOm,,,
720575940631262252,3,AN_multi_41,,,
720575940631262506,8,AVLP574,,,
720575940631264083,8,PLP053a,PLP053,,
720575940631267655,8,CB3488,,,
720575940631268882,2,CB1667,,,
720575940631269650,8,LHPV2a1_c,LHPV2a1,,
720575940631269843,3,AN_GNG_VES_8,,,
720575940631269935,8,CB2251,,,
720575940631270162,6,DNg30,,,
720575940631270954,8,CL136,,,
720575940631271235,3,,,,
720575940631271993,1,CB2497,,,
720575940631272003,5,TPMN,,,
720575940631274745,3,AN_multi_43,,,
720575940631275601,5,SLP236,,,
720575940631280721,5,CB0731,,,
720575940631282194,4,DNg104,,,
720575940631283267,3,DNge018,,,
720575940631283471,2,CB0050,,,
720575940631283512,3,CB0556,,,
720575940631283727,3,AN_GNG_145,,,
720575940631284511,5,,,,
720575940631285571,3,,,,
720575940631288850,5,,,,
720575940631288915,1,CB0398,,,
720575940631291666,5,BM_Taste,,,
720575940631292204,6,CB1724,,,
720575940631292667,3,LT47,,,
720575940631292719,6,CB3700,,,
720575940631292959,7,BM_InOm,,,
720575940631293092,3,LAL056,,,
720575940631293202,5,CB0565,,,
720575940631295506,5,AN_multi_97,,,
720575940631295703,7,AN_GNG_190,,,
720575940631296543,3,CB2473,,,
720575940631297810,1,PS238,,,
720575940631298119,2,LC21,,,
720575940631298860,12,aMe26,,,
720575940631299090,5,CB0921,,,
720575940631299602,5,CB0124,,,
720575940631299855,3,DNg49,,,
720575940631299923,1,WED082,,,
720575940631302700,1,WED017,,,
720575940631303365,2,CB1780,,,
720575940631303877,6,AVLP105,,,
720575940631306041,3,CB2197,,,
720575940631308615,8,LC26,,,
720575940631309866,5,DNp58,hb-1791391565,,
720575940631309905,8,PLP191a,"PLP192a, PLP191, PLP192",,
720575940631312428,8,LPLC2,,,
720575940631312967,8,SAD016,,,
720575940631314316,1,JO-E,,,
720575940631314908,5,CB3703,,,
720575940631316281,3,,,,
720575940631318227,1,PVLP033,,,
720575940631319144,6,CB1744,,,
720575940631319311,5,CB0430,,,
720575940631321517,1,PLP037b,PLP037,,
720575940631321704,3,AL-AST1,,,
720575940631322472,8,s-CPDN3A,CB1770,,
720575940631326751,1,JO-E,,,
720575940631327739,8,CB0665,hb-916158794,,
720575940631328738,1,CB2238,,,
720575940631328763,5,CB0850,,,
720575940631331748,2,LC21,,,
720575940631331855,5,LB2,,,
720575940631333195,3,DNd05,CL124,,
720575940631333955,3,CB1693,,,
720575940631335491,3,CB0581,,,
720575940631335528,8,PS001,,,
720575940631338271,1,LC4,,,
720575940631340815,5,,,,
720575940631341928,1,PS142a,"PS148a, PS142, PS148",,
720575940631342073,7,DNge122,,,
720575940631342843,2,LC12,,,
720575940631343185,2,CB2338,,,
720575940631343464,1,CB2270,,,
720575940631344971,3,AN_GNG_SAD_34,,,
720575940631345465,12,,,,
720575940631345751,45,MeTu1,"MC61, MC64",,
720575940631346387,8,AVLP028,,,
720575940631349335,5,CB0573,,,
720575940631353484,1,CB0261,,,
720575940631353898,2,LC15,,,
720575940631356235,3,AN_GNG_52,,,
720575940631357637,2,CB2008,,,
720575940631357651,8,LC9,,,
720575940631359279,8,LC12,,,
720575940631361249,7,AN_GNG_84,,,
720575940631365089,3,AN_GNG_174,,,
720575940631365203,8,CL091,,,
720575940631365260,3,mALD4,,,
720575940631365340,5,CB3562,,,
720575940631365596,3,VES064,,,
720575940631366061,5,mAL,"mAL1, mAL2A, mAL2B, mAL3A, mAL3B, mAL4, mAL5A, mAL5B, mAL6",,
720575940631367264,1,JO-E,,,
720575940631367520,1,JO-E,,,
720575940631367776,1,JO-E,,,
720575940631368544,1,JO-E,,,
720575940631370336,1,JO-E,,,
720575940631371295,3,LAL019,,,
720575940631371991,5,LHAD1f4b,"LHAD1f4, pSP3",,
720575940631372088,3,AN_IPS_GNG_7,,,
720575940631374440,8,PVLP027,,,
720575940631379449,2,LC9,,,
720575940631380695,2,LPLC2,,,
720575940631381007,7,CB0516,,,
720575940631381037,1,CB3803,,,
720575940631383085,7,BM_InOm,,,
720575940631383400,2,PLP029,,,
720575940631384545,7,BM_InOm,,,
720575940631387423,3,LAL021,,,
720575940631388589,1,CB1138,,,
720575940631390940,8,CB1843,aSP9,,
720575940631393484,5,LB3,,,
720575940631393495,1,WEDPN2A,,,
720575940631394003,2,CB1487,,,
720575940631394263,3,CB1708,,,
720575940631394519,1,PLP037b,PLP037,,
720575940631394678,12,aMe4,,,
720575940631396895,2,AVLP465a,AVLP465,,
720575940631397165,7,BM_InOm,,,
720575940631397549,8,LPLC2,,,
720575940631399008,1,JO-C,,,
720575940631399784,3,CB1014,,,
720575940631403996,8,CB2538,,,
720575940631405416,3,CL010,,,
720575940631406411,5,CB0781,,,
720575940631406667,7,JO-F,,,
720575940631406812,4,AVLP265a,AVLP265,,
720575940631407427,8,CB1446,,,
720575940631408604,8,MTe54,MC62,,
720575940631412576,1,JO-E,,,
720575940631412778,5,AN_GNG_96,,,
720575940631412832,1,JO-D,,,
720575940631414223,8,LC16,,,
720575940631416109,7,BM_InOm,,,
720575940631416121,1,CB2415,,,
720575940631416877,3,VES049,,,
720575940631417057,3,AN_GNG_161,,,
720575940631417119,8,PVLP006,,,
720575940631417887,6,CB1955,,,
720575940631418216,3,CB1264,,,
720575940631418386,2,PVLP028,,,
720575940631422019,8,AVLP069,,,
720575940631422776,1,WED144,,,
720575940631423263,5,,,,
720575940631424047,8,CB0126,,,
720575940631425965,1,CB2364,AVLP_pr01,AVLP_pr01,sine
720575940631427409,2,AVLP297,,,
720575940631429447,2,CB1672,,,
720575940631429707,5,,,,
720575940631431251,2,CB1552,,,
720575940631432697,8,PVLP133,,,
720575940631434541,2,aSP-g1,aSP27,,
720575940631437997,7,BM_InOm,,,
720575940631441145,3,SAD036,,,
720575940631442479,8,CB2634,,,
720575940631444013,7,BM_InOm,,,
720575940631445452,3,CB1944,aDT9,,
720575940631447879,1,,,,
720575940631448338,1,JO-B,,,
720575940631450413,7,BM_InOm,,,
720575940631450669,2,LPLC1,,,
720575940631454433,5,SA_VTV_9,,,
720575940631455140,7,BM_Oc,,,
720575940631458529,1,CB1268,,,
720575940631458733,5,CB1345,,,
720575940631459629,7,BM_InOm,,,
720575940631459923,5,CB0351,,,
720575940631461805,7,BM_InOm,,,
720575940631463272,8,CB1906,,,
720575940631463495,1,JO-A,,,
720575940631466583,2,LC12,,,
720575940631467565,7,BM_vOcci_vPoOr,,,
720575940631467949,2,CB1069,,,
720575940631468485,3,LPT28,,,
720575940631469098,1,JO-B,,,
720575940631469452,3,DNge134,,,
720575940631469610,1,CB1231,,,
720575940631470378,1,JO-B,,,
720575940631472963,8,CL101,,,
720575940631473122,3,CL121,CL122,,
720575940631474243,8,PLP115_b,,,
720575940631481645,41,MeTu4a,"MeTu4, MC61, MC64",,
720575940631483695,3,DNp101,CL334,,
720575940631486163,8,LC9,,,
720575940631486177,2,LC12,,,
720575940631486765,5,CB1032,,,
720575940631488301,2,LC12,,,
720575940631490980,2,CB1652,,,
720575940631494099,3,PS046,,,
720575940631498563,3,DNa08,,,
720575940631498925,1,DNg18_b,,,
720575940631499832,3,DNpe050,CL341,,
720575940631501708,6,CB1964,,,
720575940631502244,4,AVLP584,,,
720575940631505659,1,CB1055,,,
720575940631505695,8,PLP054,,,
720575940631505711,3,AN_GNG_WED_3,,,
720575940631507596,5,,,,
720575940631508598,3,DNge032,,,
720575940631511327,8,CB2049,,,
720575940631511912,1,PS220,,,
720575940631517251,3,AOTU019,,,
720575940631517302,8,AVLP293,,,
720575940631517814,1,WED096b,WED096,,
720575940631518582,3,DNg12_b,,,
720575940631518776,2,PLP141,,,
720575940631519908,2,CL090_c,,,
720575940631520312,3,DNa12,"DNa08, aSP22",,
720575940631524236,2,PLP067a,PLP067,,
720575940631527016,3,CB1415,,,
720575940631528566,8,CL086_c,,,
720575940631530124,1,CB2361,,,
720575940631530348,5,AN_multi_124,,,
720575940631532140,3,CB1342,,,
720575940631532396,3,CB2825,,,
720575940631534161,8,PVLP112b,"PVLP112, pIP7",,
720575940631535073,1,CB1383,,,
720575940631536415,8,LTe12,,,
720575940631537735,3,ExR8,,,
720575940631538028,5,CB0683,hb-1762351201,,
720575940631539001,7,BM_Taste,,,
720575940631540388,6,CB2187,,,
720575940631542732,3,LAL165,,,
720575940631543414,3,DNge120,,,
720575940631544315,12,aMe6a,,,
720575940631545960,3,DNg109,,,
720575940631547729,3,VES063a,VES063,,
720575940631549101,1,LMt3,CB3821,,
720575940631549202,3,DNg86,,,
720575940631549231,7,BM_InOm,,,
720575940631551714,2,CB2995,,,
720575940631553453,1,CB0979,,,
720575940631553603,8,CB3450,,,
720575940631554375,8,CB1129,,,
720575940631554616,7,BM_InOm,,,
720575940631558597,4,AN_AVLP_SAD_2,,,
720575940631559884,5,TPMN,,,
720575940631567129,8,CB1933,aSP9,,
720575940631572527,8,AVLP462b,AVLP462,,
720575940631574636,2,SLP467b,SLP467,,
720575940631575627,7,BM_dOcci,,,
720575940631576351,5,M_lvPNm47,,,
720575940631576367,2,LC16,,,
720575940631579167,8,LC12,,,
720575940631579929,8,CB2712,,,
720575940631582751,8,LPLC2,,,
720575940631583596,4,CB2287,,,
720575940631584876,3,OA-AL2i4,,,
720575940631585055,3,PS074,,,
720575940631585644,2,CL090_a,,,
720575940631586924,8,pSP9,,,
720575940631587641,2,AVLP037,AVLP038,,
720575940631588772,5,CB1304,,,
720575940631589284,2,LC25,,,
720575940631590943,2,LCe07,,,
720575940631592223,1,,,,
720575940631593753,1,DNg08_b,,,
720575940631594015,3,AN_VES_GNG_8,,,
720575940631595603,5,CB0066,,,
720575940631596025,2,CB1395,,,
720575940631598904,7,BM_InOm,,,
720575940631603737,5,,,,
720575940631605079,12,s-CPDN3A,CB1770,,
720575940631605356,8,AVLP232,,,
720575940631608313,2,OA-AL2i2,"hb-1535212969, aDT7",,
720575940631608623,3,LAL193,,,
720575940631613907,2,AVLP454_b,,,
720575940631616031,3,CRE106,,,
720575940631617017,3,VES064,,,
720575940631617132,1,CB2267,,,
720575940631619948,5,CB2054,,,
720575940631621843,1,CB1094,,,
720575940631622225,5,mAL,"mAL1, mAL2A, mAL2B, mAL3A, mAL3B, mAL4, mAL5A, mAL5B, mAL6",,
720575940631622393,3,OCG01b,OCG01,,
720575940631622681,7,AN_GNG_196,,,
720575940631624785,1,PVLP124,,,
720575940631625539,2,CB2978,,,
720575940631625979,3,LAL016,,,
720575940631626315,8,AVLP417,AVLP438,,
720575940631626860,1,CB1890,,,
720575940631627551,3,DNge115,,,
720575940631629160,5,DNg47,,,
720575940631631564,1,CB1702,B1-5,B1,pulse
720575940631632012,7,DNge012,,,
720575940631635271,1,SA_DMT_ADMN_10,,,
720575940631635449,1,PLP103a,PLP103,,
720575940631637100,5,CB3534,,,
720575940631638521,8,AVLP088,,,
720575940631639404,8,LC17,,,
720575940631639500,5,CB1304,,,
720575940631641704,7,BM_InOm,,,
720575940631641708,8,CB3778,,,
720575940631642937,1,CB3114,,,
720575940631643333,14,MTe51,MC62,,
720575940631643532,3,DNg77,,,
720575940631645009,1,CB1785,,,
720575940631651554,8,AVLP299_c,,,
720575940631651810,3,DNge071,,,
720575940631652433,3,CL121,CL122,,
720575940631656504,5,LB3,,,
720575940631659461,2,cL17,PLP090,,
720575940631662648,5,DNge106,,,
720575940631663052,1,CB3400,,,
720575940631664097,8,CB3675,,,
720575940631667281,5,CB2123,,,
720575940631667682,4,CB1809,,,
720575940631668511,8,AVLP234b,AVLP234,,
720575940631669412,3,VES066,,,
720575940631670615,2,5-HTPLP01,,,
720575940631670725,8,LC24,,,
720575940631670754,1,CB3140,,,
720575940631672268,1,AN_multi_50,,,
720575940631673029,12,aMe4,,,
720575940631673939,8,LC11,,,
720575940631677921,1,CB1980,,,
720575940631679201,1,CB1046,,,
720575940631682764,2,CB1109,,,
720575940631683927,1,M_l2PNl20,,,
720575940631686737,6,AVLP309a,AVLP309,,
720575940631688955,2,VES022,aDT5,,
720575940631693026,1,CB3743,,,
720575940631693354,8,CB0255,,,
720575940631693610,1,AMMC-A1,A1,,
720575940631694069,1,JO-E,,,
720575940631695841,3,DNge019,,,
720575940631697455,8,AVLP184,,,
720575940631697633,8,LC18,,,
720575940631698340,8,AVLP449,,,
720575940631700731,3,PPM1201,,,
720575940631701412,1,CB0742,,,
720575940631702855,2,PLP191b,"PLP192b, PLP191, PLP192",,
720575940631703608,5,CB0872,,,
720575940631704106,2,CB3436,,,
720575940631705130,3,DNg111,hb-1573072464,,
720575940631705569,2,CB1764,,,
720575940631706105,2,MTe32,,,
720575940631706107,1,GF,,,
720575940631708719,1,CB2440,,,
720575940631708973,3,SAD084,,,
720575940631710604,8,CB0197,,,
720575940631710715,6,CB1575,,,
720575940631711225,2,LC9,,,
720575940631713128,5,CB0943,,,
720575940631714119,5,CB0698,,,
720575940631714349,3,CB0420,,,
720575940631715896,3,CB0706,,,
720575940631720417,3,DNpe009,PS222,,
720575940631721287,1,DNge126,,,
720575940631721785,3,PS059,,,
720575940631723973,8,MTe13,,,
720575940631724025,8,CL089_b,,,
720575940631728175,2,LC17,,,
720575940631733587,3,PS196b,PS196,,
720575940631735265,1,CB0956,,,
720575940631737593,8,CL100,,,
720575940631738472,2,AVLP323,,,
720575940631740497,3,CB0095,,,
720575940631742156,4,VA1v_vPN,aDT11,,
720575940631742381,5,CB0135,,,
720575940631742405,8,LPLC2,,,
720575940631745107,2,LC6,,,
720575940631747395,2,CL099a,CL099,,
720575940631750308,4,CB1885,,,
720575940631750687,1,JO-B,,,
720575940631759052,2,LC18,,,
720575940631759443,8,LC18,,,
720575940631759663,3,DNa15,"PS017, aSP3",,
720575940631763148,2,AVLP417,AVLP438,,
720575940631763909,12,aMe3,,,
720575940631765079,5,CB0578,,,
720575940631767633,2,PS185a,PS185,,
720575940631769058,5,AN_GNG_3,,,
720575940631770593,1,CB0431,,,
720575940631772367,2,LC11,,,
720575940631773388,5,CB3565,,,
720575940631776908,3,SIP053b,SIP053,,
720575940631779532,2,PVLP027,,,
720575940631780812,8,SMP106a,"SMP106, aSP25",,
720575940631783372,2,AVLP041,,,
720575940631785261,2,LC40,"LC40a, LC40b",,
720575940631785283,2,CB2522,,,
720575940631787587,8,SMP323,,,
720575940631787693,5,CB1778,,,
720575940631788871,7,BM_InOm,,,
720575940631793183,16,LTe74,SLP453,,
720575940631798436,3,PS054,,,
720575940631799343,4,CB1498,,IPS_pr01,pulse
720575940631801671,8,M_l2PNl23,,,
720575940631804703,2,AVLP465a,AVLP465,,
720575940631805869,8,PS007,,,
720575940631805999,2,CB2624,AVLP/PVLP_pr01,,
720575940631807827,14,LTe23,hb-575063620,,
720575940631809863,7,BM_InOm,,,
720575940631811097,3,AN_GNG_SAD_32,,,
720575940631811373,8,LC11,,,
720575940631812141,2,CB0663,hb-1934975261,,
720575940631812577,3,CB3066,,,
720575940631815844,7,,,,
720575940631821379,3,CB0198,,,
720575940631821891,3,AN_GNG_175,,,
720575940631824744,2,CL266a,CL266,,
720575940631829010,12,cM04,,,
720575940631829059,1,DNg09,,,
720575940631833912,2,PLP064_a,,,
720575940631838412,8,LC24,,,
720575940631838945,6,CB1380,AVLP_pr05,,
720575940631839457,8,LAL028,"LAL029, aSP16",,
720575940631842360,8,LHAD1g1,,,
720575940631844300,3,AN_IPS_WED_1,,,
720575940631844945,3,CB1028,,,
720575940631845346,6,CB2178,,,
720575940631845459,2,,,,
720575940631846061,1,WED168,,,
720575940631846739,3,WED038b,WED038,,
720575940631850521,5,mAL,"mAL1, mAL2A, mAL2B, mAL3A, mAL3B, mAL4, mAL5A, mAL5B, mAL6",,
720575940631851404,2,SMP580,,,
720575940631852627,2,PLP128,,,
720575940631855663,3,DNg10,,,
720575940631856429,8,LC12,,,
720575940631857548,3,CL121,CL122,,
720575940631863341,2,LC21,,,
720575940631865228,3,VES011,,,
720575940631866508,1,JO-EVP,,,
720575940631866951,1,CB1754,,,
720575940631872339,2,LC17,,,
720575940631872537,1,CB0345,,,
720575940631875896,8,SLP034,,,
720575940631880279,2,SLP304b,SLP304,,
720575940631882271,1,CB1978,,,
720575940631889965,1,DNg106,,,
720575940631898285,5,LB3,,,
720575940631898705,8,AVLP287,,,
720575940631898711,2,LT61a,LT61,,
720575940631899105,2,PLP084,PLP085,,
720575940631900845,2,LC12,,,
720575940631901409,5,CB2142,,,
720575940631901977,7,,,,
720575940631911186,8,LT57,,,
720575940631912223,3,CB1418,,,
720575940631913005,2,CB1999,aIP3,,
720575940631914700,1,CB2305,,,
720575940631914783,3,AN_multi_107,,,
720575940631914856,2,CRZ01,CRZ02,,
720575940631915219,1,JO-B,,,
720575940631917651,2,PVLP101c,PVLP101,,
720575940631918649,5,CB0055,,,
720575940631919976,5,CB0964,,,
720575940631921828,3,PS054,,,
720575940631922489,5,AN_GNG_162,,,
720575940631922969,1,CB3377,aIP5,WED-VLP,intermediate
720575940631923304,5,CB2811,,,
720575940631923727,12,aMe8,,,
720575940631923909,12,cM09,,,
720575940631924072,2,,,,
720575940631924584,1,CB0397,,,
720575940631924947,8,LC12,,,
720575940631925156,1,DNpe017,hb-1406000196,,
720575940631927583,2,PVLP070,,,
720575940631928121,3,AN_GNG_165,,,
720575940631933527,2,PLP158,,,
720575940631933767,1,PLP097,,,
720575940631936081,7,BM_InOm,,,
720575940631939415,5,CB0717,,,
720575940631939432,5,CB0851,,,
720575940631940377,3,CB1415,,,
720575940631940559,1,LAL133b,LAL133,,
720575940631942341,17,OA-VUMa2,,,
720575940631943008,3,AN_GNG_IPS_16,,,
720575940631945815,3,cM05,pMP7,,
720575940631947095,2,CB3483,,,
720575940631948755,6,CB1964,,,
720575940631955938,2,WED051,,,
720575940631956388,3,,,,
720575940631956584,4,AVLP470b,AVLP470,,
720575940631957218,7,BM_Vib,,,
720575940631957344,1,JO-E,,,
720575940631957644,1,PS177,,,
720575940631958368,1,AN_GNG_IPS_19,,,
720575940631958615,3,AN_GNG_182,,,
720575940631959097,5,DNge042,,,
720575940631963821,5,,,,
720575940631964729,12,aMe4,,,
720575940631965357,5,mAL,"mAL1, mAL2A, mAL2B, mAL3A, mAL3B, mAL4, mAL5A, mAL5B, mAL6",,
720575940631965783,3,CB1233,,,
720575940631966149,3,cMLLP02,PS136,,
720575940631966545,8,,,,
720575940631966791,5,TPMN,,,
720575940631967506,3,CB0005,,,
720575940631968343,1,CB1622,,,
720575940631968855,1,WED057,,IPS/WED_pr01,sine
720575940631970144,7,JO-F,,,
720575940631971373,1,PS096,,,
720575940631971911,5,BM_Taste,,,
720575940631972367,1,CB3197,,,
720575940631973089,12,s-LNv,s-LNv_b,,
720575940631973207,1,DNg08_b,,,
720575940631973805,2,LC17,,,
720575940631975109,1,PS192,,,
720575940631976544,3,SA_DMT_ADMN_9,,,
720575940631977299,7,BM_InOm,,,
720575940631978592,4,AN_AVLP_53,,,
720575940631982952,7,DNge132,,,
720575940631983464,5,CB2233,,,
720575940631985069,8,AVLP283,,,
720575940631985349,3,LPT57,,,
720575940631985751,3,CB3066,,,
720575940631987364,3,DNg12_a,,,
720575940631988179,7,BM_InOm,,,
720575940631989352,5,CB0851,,,
720575940631989817,3,AN_GNG_112,,,
720575940631991082,3,IB032,,,
720575940631993299,7,BM_InOm,,,
720575940631994728,5,CB0721,,,
720575940631995167,5,CB0648,hb-543105865,,
720575940631996108,8,AVLP346b,"AVLP348b, AVLP346, AVLP348",,
720575940631997032,5,CB0038,,,
720575940631997580,1,JO-E,,,
720575940631997767,8,CL135,,,
720575940631999080,5,,,,
720575940631999685,3,H2,,,
720575940631999955,7,BM_InOm,,,
720575940631999970,7,BM_InOm,,,
720575940632000104,5,AN_GNG_SAD_14,,,
720575940632000979,7,BM_InOm,,,
720575940632001640,5,AN_GNG_12,,,
720575940632002017,7,BM_Taste,,,
720575940632005195,2,LC15,,,
720575940632005573,8,LPLC1,,,
720575940632007844,1,CB0652,hb-1870781346,,
720575940632007967,8,CB0744,,,
720575940632008109,2,PVLP100,,,
720575940632008531,8,CB2376,,,
720575940632009167,2,LPLC2,,,
720575940632009261,1,WED081,,,
720575940632009784,5,SLP455,,,
720575940632011091,8,AN_AVLP_SAD_3,,,
720575940632011420,8,CL062_a,AVLP_pr12,AVLP_pr12,pulse
720575940632013387,2,AVLP243,,,
720575940632013610,2,LC24,,,
720575940632013724,8,AVLP011,"AVLP012, aSP6",,
720575940632014383,8,LHAV2b7_b,aSP9,,
720575940632015699,2,,,,
720575940632015914,2,AVLP577,,,
720575940632016943,7,BM_InOm,,,
720575940632020428,1,CB1023,,,
720575940632021096,2,LC18,,,
720575940632022888,1,JO-A,,,
720575940632023341,8,SLP226,,,
720575940632027449,2,LC18,,,
720575940632027473,8,SLP033,,,
720575940632027975,8,LAL028,"LAL029, aSP16",,
720575940632028216,5,CB0187,,,
720575940632028743,1,SMP371,,,
720575940632029496,5,CB2619,,,
720575940632030008,5,CB0438,,,
720575940632032204,5,CB0599,,,
720575940632032460,1,PS090b,PS090,,
720575940632033361,3,AN_GNG_VES_2,,,
720575940632037224,1,DNge016,,,
720575940632040652,8,CB1688,aIP3,,
720575940632041247,3,DNge015,,,
720575940632041676,1,CB1023,,,
720575940632042148,3,CB0584,,,
720575940632043320,1,DNge130,,,
720575940632043576,3,DNg108,,,
720575940632044172,1,CB1455,aSP18,,
720575940632045839,3,CB0235,,,
720575940632047890,5,CB0393,,,
720575940632048723,2,PVLP082b,PVLP082,,
720575940632052194,2,LC43,,,
720575940632052687,2,LC26,,,
720575940632056033,8,CB2373,,,
720575940632056857,2,AVLP312b,AVLP312,,
720575940632057570,7,CB1779,,,
720575940632059309,3,CB1072,,,
720575940632062931,1,WED100,,,
720575940632068141,2,AVLP346a,"AVLP348a, AVLP346, AVLP348",,
720575940632070370,2,PVLP009,,,
720575940632077899,1,CB2283,,,
720575940632078873,5,CB2125,,,
720575940632080146,2,LPLC2,,,
720575940632080671,5,TPMN,,,
720575940632080977,2,PLP163,,,
720575940632081439,7,BM_InOm,,,
720575940632082463,7,BM_InOm,,,
720575940632084141,1,SAD011,SAD019,,
720575940632084705,1,CB2556,B1,B1,pulse
720575940632085549,2,AVLP283,,,
720575940632086573,2,LPLC1,,,
720575940632086599,2,CB2511,,,
720575940632088601,6,CB2595,,,
720575940632089887,3,cL01,,,
720575940632093132,1,LHPV2f2,,,
720575940632093800,8,LC15,,,
720575940632095628,2,SMP159,,,
720575940632095695,2,LC6,,,
720575940632098444,5,CB1594,,,
720575940632101583,3,CB2804,,,
720575940632102564,6,AVLP120,,,
720575940632104751,8,CB3685,,,
720575940632105100,7,CB2282,,,
720575940632107091,8,AVLP323,,,
720575940632107940,7,BM_InOm,,,
720575940632108257,2,LC16,,,
720575940632109775,2,AVLP434_a,,AVLP_pr18,pulse
720575940632112429,5,,,,
720575940632116943,8,AN_multi_31,,,
720575940632117711,8,PLP115_a,,,
720575940632118156,5,,,,
720575940632118479,6,AN_AVLP_44,,,
720575940632122464,1,CB2558,B1,B1,pulse
720575940632124714,2,LC12,,,
720575940632125410,8,LC12,,,
720575940632126412,3,AN_GNG_19,,,
720575940632126860,3,PPM1205,,,
720575940632129567,1,JO-B,,,
720575940632129848,2,LPLC2,,,
720575940632134227,5,CB3813,,,
720575940632137517,2,CB1119,,,
720575940632146340,5,LB2,,,
720575940632153163,3,PS260,,,
720575940632153826,8,LCe02,LC26,,
720575940632154285,1,JO-E,,,
720575940632157631,1,CB3377,"WED-VLP-1, aIP5",WED-VLP,intermediate
720575940632157714,1,CB2881,,,
720575940632159149,4,AVLP194,,,
720575940632159519,5,CB0561,,,
720575940632160716,8,LC12,,,
720575940632161311,3,DNge010,,,
720575940632164772,5,BM_Taste,,,
720575940632165857,7,BM_InOm,,,
720575940632171309,8,CB1101,,,
720575940632171857,2,LHPD2c1,,,
720575940632174527,2,CB2344,,,
720575940632175268,1,JO-EVM,,,
720575940632176045,8,AVLP409,,,
720575940632178892,3,DNge147,,,
720575940632179148,3,CB0309,,,
720575940632180684,3,CB3714,,,
720575940632184928,1,WED057,IPS/WED_pr01,IPS/WED_pr01,sine
720575940632187729,1,CB0977,,,
720575940632188497,1,JO-E,,,
720575940632189255,2,LHPV4a1,LHPV4a2,,
720575940632189900,1,DNp31,,,
720575940632190412,1,PS115,,,
720575940632193420,8,CL099a,CL099,,
720575940632197969,2,PVLP037,,,
720575940632198317,3,CB0681,hb-5813047811,,
720575940632200017,2,AVLP292,,,
720575940632200749,3,CB0082,,,
720575940632203075,8,CB0280,,,
720575940632205759,2,CL268,,,
720575940632211015,2,AVLP506,,,
720575940632214497,2,LC9,,,
720575940632216928,8,M_lvPNm43,,,
720575940632219361,3,AVLP043,,,
720575940632226897,8,CL250,,,
